point,cell,grid,lat,lon
874853,1398,quarter,61.875,13.375
867663,1434,quarter,60.625,15.875
844618,1397,quarter,56.625,14.625
910887,1471,quarter,68.125,21.875
909436,1435,quarter,67.875,19.125
905128,1471,quarter,67.125,22.125
903685,1471,quarter,66.875,21.375
864790,1434,quarter,60.125,17.625
861914,1433,quarter,59.625,18.625
860455,1397,quarter,59.375,13.875
857572,1397,quarter,58.875,13.125
851820,1433,quarter,57.875,15.125
896458,1399,quarter,65.625,14.625
876302,1434,quarter,62.125,15.625
874862,1434,quarter,61.875,15.625
873409,1398,quarter,61.625,12.375
910875,1435,quarter,68.125,18.875
909445,1471,quarter,67.875,21.375
907989,1435,quarter,67.625,17.375
908002,1471,quarter,67.625,20.625
905110,1435,quarter,67.125,17.625
899366,1471,quarter,66.125,21.625
847492,1397,quarter,57.125,13.125
897918,1435,quarter,65.875,19.625
897935,1471,quarter,65.875,23.875
895044,1471,quarter,65.375,21.125
869107,1434,quarter,60.875,16.875
884950,1434,quarter,63.625,17.625
883509,1434,quarter,63.375,17.375
883510,1434,quarter,63.375,17.625
882066,1434,quarter,63.125,16.625
