network,station,station_code,lon,lat,cover,eval_dataset,timefilter,anomaly,pearson_r,pearson_r_p-value,bias,rmsd,ubrmsd,n,pearson_sig
ICOS,Hyltemossa,SE-Htm,13.419064,56.097581,Forest,SMOS-BEC,M07,absolute,-0.0557695001770027,0.6165337678063922,0.05158554620481923,0.10650586948190433,0.09317956673459528,83,False
ICOS,Hyltemossa,SE-Htm,13.419064,56.097581,Forest,SMOS-BEC,M08,absolute,0.22387937898428822,0.04732055650501769,0.041278485240506285,0.10026617739022547,0.0913750129121603,79,True
ICOS,Hyltemossa,SE-Htm,13.419064,56.097581,Forest,SMOS-BEC,M09,absolute,-0.02989529461588203,0.7976735778974736,0.049977634657894676,0.11668845243873707,0.10544397074536506,76,False
ICOS,Hyltemossa,SE-Htm,13.419064,56.097581,Forest,SMOS-BEC,M10,absolute,-0.13166806156243513,0.25051586769258294,0.05197949075641026,0.12517193727794132,0.11386898797573083,78,False
ICOS,Hyltemossa,SE-Htm,13.419064,56.097581,Forest,SMOS-BEC,M11,absolute,0.22088727140735476,0.08988348608412096,0.05832166983333337,0.10420901275273674,0.0863602985564067,60,False
ICOS,Hyltemossa,SE-Htm,13.419064,56.097581,Forest,SMOS-BEC,M12,absolute,-0.011090860457928906,0.9323942116588616,0.04946721844262292,0.11666533599757178,0.10565886107173474,61,False
ICOS,Hyltemossa,SE-Htm,13.419064,56.097581,Forest,SMOS-BEC,Y2015-M01,absolute,,,,,,0,
ICOS,Hyltemossa,SE-Htm,13.419064,56.097581,Forest,SMOS-BEC,Y2016-M01,absolute,0.7402310894887921,0.15258889738957895,0.11422000200000004,0.11519627822460246,0.014965749560914626,5,False
ICOS,Hyltemossa,SE-Htm,13.419064,56.097581,Forest,SMOS-BEC,Y2017-M01,absolute,-0.18446170153733185,0.7264457056285376,0.1194000023333334,0.14560695131116974,0.08333680887179054,6,False
ICOS,Hyltemossa,SE-Htm,13.419064,56.097581,Forest,SMOS-BEC,Y2018-M01,absolute,0.19900970908320353,0.607723887740005,0.006188892666666612,0.12488378472786454,0.12473033831236126,9,False
ICOS,Hyltemossa,SE-Htm,13.419064,56.097581,Forest,SMOS-BEC,Y2015-M02,absolute,,,,,,0,
ICOS,Hyltemossa,SE-Htm,13.419064,56.097581,Forest,SMOS-BEC,Y2016-M02,absolute,-0.46358015028963095,0.05266105980854334,0.08063333638888887,0.1810097675527485,0.1620580174267732,18,False
ICOS,Hyltemossa,SE-Htm,13.419064,56.097581,Forest,SMOS-BEC,Y2017-M02,absolute,0.09481705406775916,0.8582006345341049,0.16145000399999998,0.20520151454980395,0.1266552714336572,6,False
ICOS,Hyltemossa,SE-Htm,13.419064,56.097581,Forest,SMOS-BEC,Y2018-M02,absolute,0.6930684820053378,0.19445284834525023,0.216380004,0.2231977237133032,0.05474411146196471,5,False
ICOS,Hyltemossa,SE-Htm,13.419064,56.097581,Forest,SMOS-BEC,Y2015-M03,absolute,,,,,,0,
ICOS,Hyltemossa,SE-Htm,13.419064,56.097581,Forest,SMOS-BEC,Y2016-M03,absolute,-0.320012771782382,0.16898179070225616,0.07373000549999997,0.11348568615204341,0.086272169616685,20,False
ICOS,Hyltemossa,SE-Htm,13.419064,56.097581,Forest,SMOS-BEC,Y2017-M03,absolute,-0.10446608608137985,0.6703911559598774,0.06626842368421049,0.10028315990707216,0.0752675772385253,19,False
ICOS,Hyltemossa,SE-Htm,13.419064,56.097581,Forest,SMOS-BEC,Y2018-M03,absolute,,,,,,0,
ICOS,Hyltemossa,SE-Htm,13.419064,56.097581,Forest,SMOS-BEC,Y2015-M04,absolute,-0.05403631017261028,0.8313637842507499,0.12986111499999997,0.15071848012695002,0.0764993533484735,18,False
ICOS,Hyltemossa,SE-Htm,13.419064,56.097581,Forest,SMOS-BEC,Y2016-M04,absolute,0.05084406894646898,0.8412025403257644,0.12493333533333331,0.14872119110268053,0.08068242934796215,18,False
ICOS,Hyltemossa,SE-Htm,13.419064,56.097581,Forest,SMOS-BEC,Y2017-M04,absolute,0.11661372673342735,0.6344829098622847,0.1007789510526316,0.11898585287866456,0.0632553255465063,19,False
ICOS,Hyltemossa,SE-Htm,13.419064,56.097581,Forest,SMOS-BEC,Y2018-M04,absolute,-0.062200075587124926,0.8327031372886866,-0.030628562857142827,0.12844322650216275,0.12473793958372062,14,False
ICOS,Hyltemossa,SE-Htm,13.419064,56.097581,Forest,SMOS-BEC,Y2015-M05,absolute,0.3825349850770702,0.07890908338781619,0.1687454565909091,0.17586140899635097,0.04951975418060406,22,False
ICOS,Hyltemossa,SE-Htm,13.419064,56.097581,Forest,SMOS-BEC,Y2016-M05,absolute,-0.13323797652718047,0.5754806961226969,0.06642500174999999,0.12248377293972466,0.10290769541711894,20,False
ICOS,Hyltemossa,SE-Htm,13.419064,56.097581,Forest,SMOS-BEC,Y2017-M05,absolute,0.4185177530843169,0.05900106773579289,0.04845714649047622,0.08486106510547835,0.0696656681934277,21,False
ICOS,Hyltemossa,SE-Htm,13.419064,56.097581,Forest,SMOS-BEC,Y2018-M05,absolute,-0.10204237852696994,0.6598391269847453,-0.02363808904761916,0.09915288267451818,0.09629400235135935,21,False
ICOS,Hyltemossa,SE-Htm,13.419064,56.097581,Forest,SMOS-BEC,Y2015-M06,absolute,-0.12830480861724616,0.5793989441627065,0.17676667000000004,0.19086542920028646,0.07199414171250779,21,False
ICOS,Hyltemossa,SE-Htm,13.419064,56.097581,Forest,SMOS-BEC,Y2016-M06,absolute,-0.24481517033755879,0.2982061104453095,0.03545500500000001,0.12104304083176388,0.1157340069048421,20,False
ICOS,Hyltemossa,SE-Htm,13.419064,56.097581,Forest,SMOS-BEC,Y2017-M06,absolute,0.3402151731031225,0.142180041617229,0.06953500620000003,0.0936867465561703,0.06278606049949345,20,False
ICOS,Hyltemossa,SE-Htm,13.419064,56.097581,Forest,SMOS-BEC,Y2018-M06,absolute,0.5486294970187184,0.014998701587194048,-0.058573680000000045,0.0876849471130056,0.06525162037427262,19,True
ICOS,Hyltemossa,SE-Htm,13.419064,56.097581,Forest,SMOS-BEC,Y2015-M07,absolute,-0.08307742107793134,0.7132025647006667,0.11349546022727267,0.12987893972220324,0.06314522540274328,22,False
ICOS,Hyltemossa,SE-Htm,13.419064,56.097581,Forest,SMOS-BEC,Y2016-M07,absolute,0.18361764059973923,0.42560987958915364,0.06264762428571427,0.09164536476159499,0.06688907275214523,21,False
